No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
5376,NWSA,News Corporation,Communication Services,Broadcasting,USA,12.00B,23.85,18.82,-0.26%,"2,986,607"
5377,NWTN,NWTN Inc.,Consumer Cyclical,Auto Manufacturers,United Arab Emirates,3.30B,-,11.70,3.45%,"57,802"
5378,NX,Quanex Building Products Corporation,Industrials,Building Products & Equipment,USA,872.98M,14.43,26.43,-2.07%,"133,858"
5379,NXC,Nuveen California Select Tax-Free Income Portfolio,Financial,Closed-End Fund - Debt,USA,92.87M,29.80,14.60,-1.95%,"7,360"
5380,NXDT,NexPoint Diversified Real Estate Trust,Financial,Asset Management,USA,480.19M,2.42,13.07,-0.31%,"67,137"
5382,NXGL,"NEXGEL, Inc.",Healthcare,Medical Instruments & Supplies,USA,7.43M,-,1.44,-6.49%,"10,320"
5383,NXGN,"NextGen Healthcare, Inc.",Healthcare,Health Information Services,USA,1.24B,56.38,19.00,-0.16%,"304,193"
5384,NXJ,Nuveen New Jersey Quality Municipal Income Fund,Financial,Asset Management,USA,492.82M,-,11.88,-0.42%,"57,534"
5385,NXL,"Nexalin Technology, Inc.",Healthcare,Medical Devices,USA,7.75M,-,1.14,-4.60%,"159,470"
5386,NXN,Nuveen New York Select Tax-Free Income Portfolio,Financial,Closed-End Fund - Debt,USA,47.37M,20.12,12.07,-0.17%,"2,726"
5387,NXP,Nuveen Select Tax-Free Income Portfolio,Financial,Closed-End Fund - Debt,USA,684.65M,-,14.62,-0.48%,"70,802"
5388,NXPI,NXP Semiconductors N.V.,Technology,Semiconductors,Netherlands,50.07B,17.97,189.79,0.75%,"1,828,992"
5389,NXPL,NextPlat Corp,Technology,Software - Application,USA,13.60M,-,1.37,7.87%,"1,210"
5390,NXRT,"NexPoint Residential Trust, Inc.",Real Estate,REIT - Residential,USA,1.29B,56.61,50.44,-1.02%,"104,193"
5391,NXST,"Nexstar Media Group, Inc.",Communication Services,Broadcasting,USA,7.55B,7.90,197.88,0.22%,"191,695"
5392,NXT,NEXTracker Inc.,Technology,Solar,USA,1.19B,16.74,30.80,-1.97%,"1,557,641"
5393,NXTC,"NextCure, Inc.",Healthcare,Biotechnology,USA,44.48M,-,1.63,-2.98%,"16,728"
5394,NXTG,First Trust IndXX NextG ETF,Financial,Exchange Traded Fund,USA,-,-,67.87,0.50%,"20,986"
5395,NXTP,"NextPlay Technologies, Inc.",Technology,Software - Infrastructure,USA,15.29M,-,2.45,0.82%,"15,851"
5396,NYC,"New York City REIT, Inc.",Real Estate,REIT - Office,USA,23.40M,-,12.00,-4.00%,"6,264"
5397,NYCB,"New York Community Bancorp, Inc.",Financial,Banks - Regional,USA,6.59B,7.63,9.58,-1.54%,"7,365,250"
5398,NYF,iShares New York Muni Bond ETF,Financial,Exchange Traded Fund,USA,-,-,53.21,-0.18%,"69,230"
5399,NYMT,"New York Mortgage Trust, Inc.",Real Estate,REIT - Mortgage,USA,1.09B,-,2.95,-1.99%,"1,227,239"
5400,NYMTL,"New York Mortgage Trust, Inc.",Real Estate,REIT - Mortgage,USA,1.11B,416.60,19.58,1.03%,"8,023"
5402,NYMX,Nymox Pharmaceutical Corporation,Healthcare,Biotechnology,Bahamas,38.73M,-,0.44,-2.88%,"22,800"
5403,NYT,The New York Times Company,Communication Services,Publishing,USA,6.70B,38.24,39.88,1.19%,"1,053,147"
5404,NYXH,Nyxoah S.A.,Healthcare,Medical Instruments & Supplies,Belgium,121.48M,-,4.70,-5.81%,"6,721"
5405,NZAC,SPDR MSCI ACWI Climate Paris Aligned ETF,Financial,Exchange Traded Fund,USA,-,-,28.35,0.03%,"3,000"
5406,NZF,Nuveen Municipal Credit Income Fund,Financial,Asset Management,USA,2.02B,6.74,12.20,-1.13%,"271,961"
5407,O,Realty Income Corporation,Real Estate,REIT - Retail,USA,40.83B,61.47,65.71,-2.14%,"3,158,294"
5408,OABI,OmniAb Inc,Healthcare,Biotechnology,USA,389.51M,-,3.83,0.39%,"398,150"
5409,OACP,OneAscent Core Plus Bond ETF,Financial,Exchange Traded Fund,USA,-,-,22.91,-0.28%,"9,288"
5410,OAEM,OneAscent Emerging Markets ETF,Financial,Exchange Traded Fund,USA,-,-,28.19,0.61%,"3,464"
5411,OAIM,OneAscent International Equity ETF,Financial,Exchange Traded Fund,USA,-,-,29.43,0.61%,"6,017"
5412,OB,Outbrain Inc.,Communication Services,Internet Content & Information,USA,273.45M,14.69,5.14,2.80%,"133,123"
5413,OBE,Obsidian Energy Ltd.,Energy,Oil & Gas E&P,Canada,703.97M,2.87,6.84,0.74%,"373,133"
5414,OBIO,"Orchestra BioMed Holdings, Inc.",Healthcare,Biotechnology,USA,246.51M,-,8.30,-1.19%,"6,513"
5415,OBLG,"Oblong, Inc.",Technology,Software - Application,USA,5.02M,-,2.40,-10.59%,"36,741"
5416,OBNK,"Origin Bancorp, Inc.",Financial,Banks - Regional,USA,1.19B,11.82,38.89,-0.94%,"83,255"
5417,OBSV,ObsEva SA,Healthcare,Biotechnology,Switzerland,20.03M,-,0.19,1.58%,"357,418"
5418,OC,Owens Corning,Industrials,Building Products & Equipment,USA,9.60B,7.61,103.41,1.58%,"1,599,309"
5419,OCC,Optical Cable Corporation,Technology,Communication Equipment,USA,32.93M,-,4.16,0.51%,"5,874"
5420,OCCI,"OFS Credit Company, Inc.",Financial,Asset Management,USA,89.61M,52.72,9.49,0.53%,"74,764"
5422,OCFT,"OneConnect Financial Technology Co., Ltd.",Technology,Software - Application,China,351.86M,-,8.69,29.70%,"709,067"
5423,OCG,Oriental Culture Holding LTD,Consumer Cyclical,Internet Retail,Hong Kong,11.77M,2.22,0.74,-6.22%,"95,977"
5424,OCGN,"Ocugen, Inc.",Healthcare,Biotechnology,USA,238.63M,-,1.09,-1.80%,"3,566,460"
5425,OCN,Ocwen Financial Corporation,Financial,Mortgage Finance,USA,271.59M,2.09,36.26,0.11%,"23,683"
5426,OCSL,Oaktree Specialty Lending Corporation,Financial,Credit Services,USA,1.56B,504.50,20.18,0.30%,"455,070"
5427,OCTW,AllianzIM U.S. Large Cap Buffer,Financial,Exchange Traded Fund,USA,-,-,28.93,0.17%,"30,117"
5428,OCUL,"Ocular Therapeutix, Inc.",Healthcare,Biotechnology,USA,469.62M,-,5.99,14.53%,"9,546,400"
5429,OCUP,"Ocuphire Pharma, Inc.",Healthcare,Biotechnology,USA,79.00M,-,3.76,-0.27%,"60,597"
5430,OCX,OncoCyte Corporation,Healthcare,Biotechnology,USA,50.77M,-,0.43,-4.44%,"107,866"
5431,ODC,Oil-Dri Corporation of America,Basic Materials,Specialty Chemicals,USA,268.43M,25.18,37.49,-0.45%,"7,056"
5432,ODFL,"Old Dominion Freight Line, Inc.",Industrials,Trucking,USA,40.31B,29.44,358.69,0.77%,"608,756"
5433,ODP,The ODP Corporation,Consumer Cyclical,Specialty Retail,USA,2.37B,14.49,51.25,0.10%,"217,012"
5434,ODV,Osisko Development Corp.,Basic Materials,Gold,Canada,554.28M,-,4.47,-2.19%,"79,195"
5435,OEC,Orion Engineered Carbons S.A.,Basic Materials,Specialty Chemicals,Luxembourg,1.31B,14.07,21.90,0.50%,"339,583"
5436,OEF,iShares S&P 100 ETF,Financial,Exchange Traded Fund,USA,-,-,185.55,0.08%,"226,045"
5437,OESX,"Orion Energy Systems, Inc.",Industrials,Electrical Equipment & Parts,USA,59.93M,-,1.87,1.08%,"30,703"
5438,OEUR,ALPS O'Shares Europe Quality Dividend ETF Shares,Financial,Exchange Traded Fund,USA,-,-,25.95,0.39%,"3,889"
5439,OFC,Corporate Office Properties Trust,Real Estate,REIT - Office,USA,2.94B,28.34,26.47,-1.23%,"433,344"
5440,OFED,Oconee Federal Financial Corp.,Financial,Banks - Regional,USA,135.87M,29.22,24.22,2.02%,37
5442,OFIX,Orthofix Medical Inc.,Healthcare,Medical Devices,USA,775.07M,-,21.20,-1.40%,"204,617"
5443,OFLX,"Omega Flex, Inc.",Industrials,Specialty Industrial Machinery,USA,1.17B,47.26,117.20,0.07%,"22,185"
5444,OFS,OFS Capital Corporation,Financial,Asset Management,USA,130.92M,18.85,9.80,-0.81%,"32,297"
5445,OGE,OGE Energy Corp.,Utilities,Utilities - Regulated Electric,USA,7.56B,8.23,38.36,-1.18%,"604,174"
5446,OGEN,"Oragenics, Inc.",Healthcare,Biotechnology,USA,12.36M,-,6.44,1.58%,"6,213"
5447,OGI,OrganiGram Holdings Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,350.25M,-,0.84,0.78%,"868,398"
5448,OGIG,ALPS O'Shares Global Internet Giants ETF Shares,Financial,Exchange Traded Fund,USA,-,-,28.39,2.03%,"25,385"
5449,OGN,Organon & Co.,Healthcare,Drug Manufacturers - General,USA,7.42B,7.35,29.13,-1.19%,"1,410,810"
5450,OGS,"ONE Gas, Inc.",Utilities,Utilities - Regulated Gas,USA,4.28B,20.29,80.77,-1.67%,"665,763"
5451,OHI,"Omega Healthcare Investors, Inc.",Real Estate,REIT - Healthcare Facilities,USA,6.50B,16.20,28.22,-1.33%,"1,834,235"
5452,OI,"O-I Glass, Inc.",Consumer Cyclical,Packaging & Containers,USA,3.44B,5.95,21.91,0.18%,"691,235"
5453,OIA,Invesco Municipal Income Opportunities Trust,Financial,Closed-End Fund - Debt,USA,332.76M,63.55,6.99,-1.41%,"67,286"
5454,OIG,"Orbital Infrastructure Group, Inc.",Industrials,Engineering & Construction,USA,23.62M,-,0.17,-0.30%,"706,670"
5455,OIH,VanEck Oil Services ETF,Financial,Exchange Traded Fund,USA,-,-,330.72,-0.22%,"679,883"
5456,OII,"Oceaneering International, Inc.",Energy,Oil & Gas Equipment & Services,USA,2.08B,-,21.33,-0.97%,"612,762"
5457,OIIM,O2Micro International Limited,Technology,Electronic Components,Cayman Islands,132.51M,57.72,4.56,-0.44%,"78,628"
5458,OIL,iPath Pure Beta Crude Oil ETN,Financial,Exchange Traded Fund,USA,-,-,30.20,0.67%,"24,146"
5459,OILD,MicroSectorsTM Oil & Gas Exploration & Production -3X Inverse Leveraged ETNs,Financial,Exchange Traded Fund,USA,-,-,22.53,-0.88%,"89,823"
5460,OILK,ProShares K-1 Free Crude Oil Strategy ETF,Financial,Exchange Traded Fund,USA,-,-,44.42,-0.27%,"90,054"
5462,OIS,"Oil States International, Inc.",Energy,Oil & Gas Equipment & Services,USA,558.51M,-,9.23,-0.32%,"621,734"
5463,OKE,"ONEOK, Inc.",Energy,Oil & Gas Midstream,USA,30.52B,19.36,69.77,-0.19%,"1,947,040"
5464,OKTA,"Okta, Inc.",Technology,Software - Infrastructure,USA,12.50B,-,77.28,2.28%,"2,481,302"
5465,OLB,"The OLB Group, Inc.",Technology,Software - Application,USA,15.58M,-,1.02,3.03%,"31,117"
5466,OLED,Universal Display Corporation,Technology,Semiconductor Equipment & Materials,USA,6.49B,33.60,134.34,0.82%,"236,597"
5467,OLIT,OmniLit Acquisition Corp.,Financial,Shell Companies,USA,62.38M,216.17,10.16,0.10%,"4,400"
5468,OLK,Olink Holding AB (publ),Healthcare,Diagnostics & Research,Sweden,2.70B,-,22.22,5.11%,"73,632"
5469,OLLI,"Ollie's Bargain Outlet Holdings, Inc.",Consumer Defensive,Discount Stores,USA,3.48B,37.89,56.76,0.39%,"530,939"
5470,OLMA,"Olema Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,187.88M,-,4.53,-5.53%,"80,751"
5471,OLN,Olin Corporation,Basic Materials,Specialty Chemicals,USA,7.97B,7.00,61.96,-1.07%,"1,017,277"
5472,OLO,Olo Inc.,Technology,Software - Application,USA,1.39B,-,8.40,3.19%,"694,499"
5473,OLP,"One Liberty Properties, Inc.",Real Estate,REIT - Diversified,USA,493.18M,12.46,23.44,-1.76%,"49,280"
5474,OLPX,"Olaplex Holdings, Inc.",Consumer Cyclical,Specialty Retail,USA,4.44B,16.21,6.55,-1.06%,"1,281,329"
5475,OM,"Outset Medical, Inc.",Healthcare,Medical Devices,USA,1.29B,-,26.74,-5.94%,"2,458,582"
5476,OMAB,"Grupo Aeroportuario del Centro Norte, S.A.B. de C.V.",Industrials,Airports & Air Services,Mexico,3.32B,18.26,76.25,0.01%,"42,950"
5477,OMC,Omnicom Group Inc.,Communication Services,Advertising Agencies,USA,19.44B,14.62,93.18,0.22%,"1,658,466"
5478,OMCL,"Omnicell, Inc.",Healthcare,Health Information Services,USA,2.30B,51.81,52.43,-3.25%,"472,837"
5479,OMER,Omeros Corporation,Healthcare,Biotechnology,USA,313.23M,-,4.83,4.09%,"440,188"
5480,OMEX,"Odyssey Marine Exploration, Inc.",Industrials,Specialty Business Services,USA,56.03M,-,2.92,0.34%,"25,753"
5482,OMFL,Invesco Russell 1000 Dynamic Multifactor ETF,Financial,Exchange Traded Fund,USA,-,-,47.42,-0.08%,"333,549"
5483,OMFS,Invesco Russell 2000 Dynamic Multifactor ETF,Financial,Exchange Traded Fund,USA,-,-,37.40,-0.64%,"36,728"
5484,OMGA,"Omega Therapeutics, Inc.",Healthcare,Biotechnology,USA,322.72M,-,6.04,-0.82%,"35,549"
5485,OMI,"Owens & Minor, Inc.",Healthcare,Medical Distribution,USA,1.60B,12.95,20.83,-1.28%,"377,686"
5486,OMIC,"Singular Genomics Systems, Inc.",Healthcare,Medical Instruments & Supplies,USA,177.07M,-,2.42,-0.82%,"69,434"
5487,OMQS,OMNIQ Corp.,Technology,Software - Application,USA,39.39M,-,5.05,-6.97%,"7,614"
5488,ON,ON Semiconductor Corporation,Technology,Semiconductors,USA,37.96B,20.44,86.88,2.96%,"6,030,705"
5489,ONB,Old National Bancorp,Financial,Banks - Regional,USA,5.19B,12.86,17.83,-0.89%,"919,391"
5490,ONCR,"Oncorus, Inc.",Healthcare,Biotechnology,USA,11.12M,-,0.41,1.34%,"158,096"
5491,ONCS,OncoSec Medical Incorporated,Healthcare,Biotechnology,USA,4.15M,-,1.38,2.22%,"99,161"
5492,ONCT,"Oncternal Therapeutics, Inc.",Healthcare,Biotechnology,USA,60.43M,-,1.05,-0.94%,"81,237"
5493,ONCY,Oncolytics Biotech Inc.,Healthcare,Biotechnology,Canada,100.30M,-,1.70,3.03%,"244,237"
5494,ONDS,Ondas Holdings Inc.,Technology,Communication Equipment,USA,100.92M,-,2.16,6.40%,"951,674"
5495,ONEM,"1Life Healthcare, Inc.",Healthcare,Health Information Services,USA,3.11B,-,15.10,0.07%,"1,016,378"
5496,ONEO,SPDR Russell 1000 Momentum Focus ETF,Financial,Exchange Traded Fund,USA,-,-,99.17,0.12%,922
5497,ONEQ,Fidelity Nasdaq Composite Index ETF,Financial,Exchange Traded Fund,USA,-,-,46.95,0.64%,"207,033"
5498,ONEV,SPDR Russell 1000 Low Volatility Focus ETF,Financial,Exchange Traded Fund,USA,-,-,109.67,-0.32%,"6,989"
5499,ONEW,OneWater Marine Inc.,Consumer Cyclical,Recreational Vehicles,USA,467.06M,3.59,29.73,0.03%,"66,963"
5500,ONEY,SPDR Russell 1000 Yield Focus ETF,Financial,Exchange Traded Fund,USA,-,-,101.02,-0.25%,"25,162"
5502,ONG,Direxion Daily Oil Services Bull 2X Shares,Financial,Exchange Traded Fund,USA,-,-,43.21,-0.09%,"4,259"
5503,ONL,Orion Office REIT Inc.,Real Estate,REIT - Office,USA,518.18M,-,9.16,-1.08%,"264,367"
5504,ONLN,ProShares Online Retail ETF,Financial,Exchange Traded Fund,USA,-,-,35.06,-0.50%,"20,675"
5505,ONON,On Holding AG,Consumer Cyclical,Footwear & Accessories,Switzerland,7.32B,-,23.08,6.31%,"2,482,830"
5506,ONTF,"ON24, Inc.",Technology,Software - Application,USA,516.88M,-,9.94,1.12%,"164,716"
5507,ONTO,Onto Innovation Inc.,Technology,Semiconductors,USA,4.16B,20.12,82.18,0.37%,"222,557"
5508,ONTX,"Onconova Therapeutics, Inc.",Healthcare,Biotechnology,USA,20.09M,-,0.89,4.71%,"294,978"
5509,ONVO,"Organovo Holdings, Inc.",Healthcare,Diagnostics & Research,USA,23.17M,-,2.18,2.35%,"108,899"
5510,ONYX,Onyx Acquisition Co. I,Financial,Shell Companies,USA,343.82M,866.67,10.40,0.00%,883
5511,OOMA,"Ooma, Inc.",Communication Services,Telecom Services,USA,338.28M,-,13.24,-0.15%,"122,158"
5512,OOTO,Direxion Daily Travel & Vacation Bull 2X Shares,Financial,Exchange Traded Fund,USA,-,-,14.50,2.62%,"52,060"
5513,OP,OceanPal Inc.,Industrials,Marine Shipping,Greece,2.13M,-,0.64,6.60%,"1,249,575"
5514,OPA,Magnum Opus Acquisition Limited,Financial,Shell Companies,Hong Kong,254.56M,26.42,10.17,0.00%,606
5515,OPAD,Offerpad Solutions Inc.,Real Estate,Real Estate Services,USA,163.34M,-,0.77,-8.06%,"658,105"
5516,OPAL,OPAL Fuels Inc.,Utilities,Utilities - Regulated Gas,USA,1.36B,78.90,7.89,5.62%,"83,710"
5517,OPBK,OP Bancorp,Financial,Banks - Regional,USA,175.37M,5.25,11.53,-0.35%,"13,027"
5518,OPCH,"Option Care Health, Inc.",Healthcare,Medical Care Facilities,USA,5.15B,29.17,28.62,-0.97%,"559,280"
5519,OPEN,Opendoor Technologies Inc.,Real Estate,Real Estate Services,USA,1.43B,-,2.16,7.46%,"26,277,817"
5520,OPER,ClearShares Ultra-Short Maturity ETF,Financial,Exchange Traded Fund,USA,-,-,100.35,0.01%,"20,418"
5522,OPGN,"OpGen, Inc.",Healthcare,Diagnostics & Research,USA,3.49M,-,1.17,-2.50%,"203,862"
5523,OPHC,"OptimumBank Holdings, Inc.",Financial,Banks - Regional,USA,26.33M,2.75,3.86,0.26%,"3,510"
5524,OPI,Office Properties Income Trust,Real Estate,REIT - Office,USA,796.24M,179.78,16.54,-1.08%,"322,646"
5525,OPK,"OPKO Health, Inc.",Healthcare,Diagnostics & Research,USA,919.54M,-,1.19,-4.80%,"2,796,308"
5526,OPNT,"Opiant Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,108.78M,-,20.96,-0.19%,"17,384"
5527,OPOF,Old Point Financial Corporation,Financial,Banks - Regional,USA,127.92M,14.08,25.33,1.00%,"1,326"
5528,OPP,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.",Financial,Asset Management,USA,170.13M,6.16,8.75,-0.68%,"130,405"
5529,OPRA,Opera Limited,Technology,Software - Infrastructure,Norway,780.41M,-,7.23,-10.74%,"377,307"
5530,OPRT,Oportun Financial Corporation,Financial,Credit Services,USA,250.54M,-,6.90,2.68%,"175,208"
5531,OPRX,OptimizeRx Corporation,Healthcare,Health Information Services,USA,295.28M,-,17.40,-1.47%,"68,921"
5532,OPT,Opthea Limited,Healthcare,Biotechnology,Australia,289.59M,-,4.91,-2.39%,492
5533,OPTN,"OptiNose, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,182.63M,-,1.63,-1.21%,"77,027"
5534,OPTT,"Ocean Power Technologies, Inc.",Industrials,Electrical Equipment & Parts,USA,33.75M,-,0.61,-2.37%,"167,944"
5535,OPY,Oppenheimer Holdings Inc.,Financial,Capital Markets,USA,513.01M,17.83,46.51,0.00%,"96,801"
5536,OR,Osisko Gold Royalties Ltd,Basic Materials,Gold,Canada,3.19B,30.00,12.99,1.56%,"667,650"
5537,ORA,"Ormat Technologies, Inc.",Utilities,Utilities - Renewable,USA,5.05B,77.55,91.67,-1.07%,"208,468"
5538,ORAN,Orange S.A.,Communication Services,Telecom Services,France,28.02B,6.57,10.68,2.10%,"448,390"
5539,ORC,"Orchid Island Capital, Inc.",Real Estate,REIT - Mortgage,USA,423.94M,-,11.65,-0.68%,"479,684"
5540,ORCC,Owl Rock Capital Corporation,Financial,Credit Services,USA,5.05B,11.49,13.09,-0.38%,"1,487,167"
5542,ORFN,Constrained Capital ESG Orphans ETF,Financial,Exchange Traded Fund,USA,-,-,20.67,0.02%,502
5543,ORGN,"Origin Materials, Inc.",Basic Materials,Chemicals,USA,766.84M,10.80,5.15,0.19%,"2,345,825"
5544,ORGO,Organogenesis Holdings Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,USA,380.75M,6.10,2.78,0.36%,"464,336"
5545,ORGS,Orgenesis Inc.,Healthcare,Biotechnology,USA,52.84M,-,2.04,-1.92%,"7,421"
5546,ORI,Old Republic International Corporation,Financial,Insurance - Diversified,USA,7.93B,11.47,26.38,-1.20%,"1,130,316"
5547,ORIC,"ORIC Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,222.05M,-,4.76,-1.65%,"287,681"
5548,ORLA,Orla Mining Ltd.,Basic Materials,Gold,Canada,1.24B,51.63,4.13,-1.43%,"88,108"
5549,ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,Specialty Retail,USA,53.34B,25.71,861.00,1.35%,"958,098"
5550,ORMP,Oramed Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,88.49M,-,2.23,3.24%,"1,331,650"
5551,ORN,"Orion Group Holdings, Inc.",Industrials,Engineering & Construction,USA,91.09M,-,2.85,-0.35%,"8,464"
5552,ORRF,"Orrstown Financial Services, Inc.",Financial,Banks - Regional,USA,250.57M,11.32,23.55,2.93%,"14,195"
5553,ORTX,Orchard Therapeutics plc,Healthcare,Biotechnology,United Kingdom,70.08M,-,0.50,4.30%,"418,453"
5554,OSA,"ProSomnus, Inc.",Healthcare,Medical Devices,USA,76.32M,-,5.15,3.00%,"1,308"
5555,OSBC,"Old Second Bancorp, Inc.",Financial,Banks - Regional,USA,743.32M,11.29,16.84,-2.04%,"97,162"
5556,OSCR,"Oscar Health, Inc.",Healthcare,Healthcare Plans,USA,918.33M,-,5.57,5.29%,"6,191,607"
5557,OSCV,Opus Small Cap Value Plus ETF,Financial,Exchange Traded Fund,USA,-,-,32.97,-0.00%,"11,886"
5558,OSG,"Overseas Shipholding Group, Inc.",Energy,Oil & Gas Midstream,USA,324.26M,27.73,3.91,3.71%,"446,554"
5559,OSH,"Oak Street Health, Inc.",Healthcare,Medical Care Facilities,USA,8.58B,-,35.40,0.37%,"8,809,910"
5560,OSI,Osiris Acquisition Corp.,Financial,Shell Companies,USA,287.02M,63.16,9.98,0.10%,626
5562,OSK,Oshkosh Corporation,Industrials,Farm & Heavy Construction Machinery,USA,6.79B,35.12,92.60,0.61%,"753,998"
5563,OSPN,OneSpan Inc.,Technology,Software - Application,USA,551.33M,-,13.87,-0.64%,"158,907"
5564,OSS,"One Stop Systems, Inc.",Technology,Computer Hardware,USA,69.04M,107.33,3.22,-1.83%,"42,390"
5565,OST,"Ostin Technology Group Co., Ltd.",Technology,Electronic Components,China,14.33M,5.05,1.07,-1.83%,"14,583"
5566,OSTK,"Overstock.com, Inc.",Consumer Cyclical,Internet Retail,USA,1.00B,88.63,21.98,1.10%,"1,458,578"
5567,OSUR,"OraSure Technologies, Inc.",Healthcare,Medical Instruments & Supplies,USA,363.00M,-,4.93,-1.60%,"565,219"
5568,OSW,OneSpaWorld Holdings Limited,Consumer Cyclical,Leisure,Bahamas,876.94M,23.59,10.97,-0.54%,"356,576"
5569,OTEC,OceanTech Acquisitions I Corp.,Financial,Shell Companies,USA,138.10M,-,10.61,0.00%,45
5570,OTEX,Open Text Corporation,Technology,Software - Application,Canada,9.85B,30.37,35.74,0.90%,"572,849"
5571,OTIS,Otis Worldwide Corporation,Industrials,Specialty Industrial Machinery,USA,34.81B,28.47,84.33,-0.06%,"1,887,393"
5572,OTLK,"Outlook Therapeutics, Inc.",Healthcare,Biotechnology,USA,312.73M,-,1.19,-0.83%,"431,057"
5573,OTLY,Oatly Group AB,Consumer Defensive,Beverages - Non-Alcoholic,Sweden,1.30B,-,2.13,0.00%,"1,914,693"
5574,OTMO,Otonomo Technologies Ltd.,Technology,Software - Application,Israel,66.47M,-,0.42,-5.03%,"697,430"
5575,OTRK,"Ontrak, Inc.",Healthcare,Health Information Services,USA,25.54M,-,0.88,-6.90%,"318,919"
5576,OTTR,Otter Tail Corporation,Utilities,Utilities - Diversified,USA,2.51B,8.73,61.17,-4.63%,"200,745"
5577,OUNZ,VanEck Merk Gold Trust,Financial,Exchange Traded Fund,USA,-,-,18.00,0.17%,"1,523,025"
5578,OUSA,ALPS O'Shares U.S. Quality Dividend ETF Shares,Financial,Exchange Traded Fund,USA,-,-,42.49,-0.65%,"31,376"
5579,OUSM,ALPS O'Shares U.S. Small-Cap Quality Dividend ETF Shares,Financial,Exchange Traded Fund,USA,-,-,36.74,-0.40%,"21,854"
5580,OUST,"Ouster, Inc.",Technology,Electronic Components,USA,308.86M,-,1.65,20.44%,"5,559,894"
5582,OVB,Overlay Shares Core Bond ETF,Financial,Exchange Traded Fund,USA,-,-,20.78,-0.34%,"7,215"
5583,OVBC,Ohio Valley Banc Corp.,Financial,Banks - Regional,USA,119.75M,9.51,26.61,-2.17%,899
5584,OVID,Ovid Therapeutics Inc.,Healthcare,Biotechnology,USA,175.34M,-,2.54,2.01%,"52,847"
5585,OVL,Overlay Shares Large Cap Equity ETF,Financial,Exchange Traded Fund,USA,-,-,33.28,0.21%,"2,109"
5586,OVLH,Overlay Shares Hedged Large Cap Equity ETF,Financial,Exchange Traded Fund,USA,-,-,26.28,0.05%,811
5587,OVLY,Oak Valley Bancorp,Financial,Banks - Regional,USA,225.06M,9.78,27.28,-0.44%,"22,160"
5588,OVM,Overlay Shares Municipal Bond ETF,Financial,Exchange Traded Fund,USA,-,-,22.14,-0.04%,774
5589,OVT,Overlay Shares Short Term Bond ETF,Financial,Exchange Traded Fund,USA,-,-,21.55,-0.15%,"24,288"
